	tweets	class
17928	 Think of a movie that starts with the letter K	2
17929	  Pfftt!! nahhh i hve never been outta this country!! Argh! hve yuh?! haha	2
17930	  I love roller coasters!! :]	2
17931	 Hey you know that Smurfet is the only female smurf... do you think shes a hoe?	2
17932	  Numb by linkin park	2
17933	 pokemon yes or no?	2
17934	 NOPE IM NOT BIANCA EITHER:) heres a clue...i come from new zealand;) LOL	2
17935	 so i just hadda say this	2
17936	 When you were little did you ever ask your parents to buy you an umbrella rainbow hat? i did haha!!!	2
17937	  YUH AREEE!!!<3	2
17938	 I&;ll send you the links. When I get on my laptop I&;m using my phone. She has a facebook  myspace  and my yearbook	2
17939	  Of course! I sure would :)	2
17940	  veryy intelligent :]	2
17941	  Nope. hah that'd be a good story to tell though if i did	2
17942	  are good  im in a cookie club :)	2
17943	  The yellow one!	2
17944	  hahah why?	2
17945	  third arm :) i think i could do so much more haha	2
17946	  yes sure am :)	2
17947	 If you could rid the world of one thing  what would it be?	2
17948	  hey?	2
17949	 Have you ever pranked your parents?	2
17950	 Did watch heroes? Who was your favorite character? What was your favorite power?	2
17951	 Have you ever been arrested?	2
17952	  Nahh	2
17953	 What&;s one thing you own that you should probably throw away  but never will?	2
17954	 what advice can you give to a person who is so insecure of you?	2
17955	 Do you like wild parties with lots of people?:	2
17956	 Do you own slippers?	2
17957	 Heyy. I&;ve been offline fer three days. What did you do while I&;m gone?	2
17958	 Ur a cutie :D	2
17959	 u30c4 You come across a zombie eating a waffle on a popsicle stick holding a dark green toothbrush. What do you do? o O lol u30c4	2
17960	 yeahh. im over this convo  on to th nextt onee! ahahaha. hello.	2
17961	  ignorance is reallly annoying. im guessing your meaning my anger? soo yeah i cant stand rudness. its not necessary and I can totally rip a persons head for trying to degrade another. It drives me crazzzy :0 haha	2
17962	 What is happiness to you?	2
17963	  im just a littla down  its okay :)	2
17964	 what&;s up?	2
17965	 can you pls ask me some questions? :)	2
17966	 How would you describe your personality?	2
17967	 Do you wear mental chains?	2
17968	  he could would he get it is the real question	2
17969	 I am going to be off here for a few days cause of family and other reasons. Leave me stuff. I will return it. Once again if you don&;t want to be spammed just TELL ME. Thanks.	2
17970	  ? no?	2
17971	 so you said you were on your way like an hour ago  you only live like 15 min away..where youu be? ;D	2
17972	 where would you most like to live?	2
17973	 Stretch your left arm out as far as you can  What can you touch?	2
17974	 Your into Pryce?	2
17975	  rather..none. I think they're kinda of degrading to the female race. But bodacious booty if i had to choose..haha	2
17976	 What rock group or star would you like to hang out with?	2
17977	  I had to listen to my parents. Not listening wasn't an option but once I got older and moved out now i take their advice with a grain of salt and do what i want :)	2
17978	 you were given two plane tickets to the Philippines..all expenses paid..who will you take with you?	2
17979	 if you could be any celebrity for a day  who would you be &amp; why?	2
17980	  mhm ohkay slide yo numba nd iWill met yew lol	2
17981	 Okay I am done for right now. I can smell brains frying all the way from here. Ask me stuff? <3 Thank you.	2
17982	  Queen being that im a lady. and Miss Universe to be more exact. That's be awesome! And what I want for one year..who wouldnt want that lol	2
17983	 wow.. it&;s 7:54pm here haha.. what&;d you have for breakfast?	2
17984	  hahahahahahah lmao  i am straight. i think its funny to act like a lezbian thankyouverymuch. your acting like mrs.dallor.	2
17985	 What are your plans for the weekend? I&;m going to Miami :] <3.	2
17986	 Is there anything in your house that glows in the dark?	2
17987	 Sooooooo srry this is late!!!:) im juzz doin mothur freakin boring!!:) zzzzzz zzzz snore snore!!:) LMBO	2
17988	 how old are you?	2
17989	 Do you own any game consoles?	2
17990	  im a HUGE perv .	2
17991	  I miss you too !(:	2
17992	 If you could have a super power  what would it be?	2
17993	 What&;s your dream car?	2
17994	  yes we are! latinos are the smexiest ones alive! :]	2
17995	 Ever looked at a guy and then checked out his Package ??	2
17996	 Do you feel under appreciated?	2
17997	 Beach or Mountains?	2
17998	  Yes as a matter of fact. why does that make me a &quot;one of those people&quot;??	2
17999	  MOOOOOOOOOOOOOOOOOO!	2
18000	 What song did you last sing out loud?	2
18001	 what&;s your most used word?	2
18002	  Yes. When its nescessary	2
18003	  Only thongs. And honestly I never understood why women wear them because they are literally the most uncomfortable things to wear. I feel like my asscheeks have no underwire like a bra. haha its hard to explain. r But now I wear them because they make me feel sexy. So if Im in a spicy mood I wear them :)	2
18004	 Would you feel major pain in your whole body for the rest of your life if it meant that one person you love would never feell pain or hurt again?	2
18005	  Not very often	2
18006	 Favorite store?	2
18007	 Are dollar stores cool?:	2
18008	  dsfdsfdsgfdfgsd	2
18009	 as a kid did you have a collection of anything? (Shayla&;s pawpaw buys her a kids Harley shirt from every store he stops at.)	2
18010	 thats all for now people ill do more later. let me know in a message if u want me to stop spamming you	2
18011	  :D hahahahahahahah	2
18012	  Ahh.. Probably Cookies! D:	2
18013	  Umm Bunch of people just joined  and i got bored  so i wanted too!	2
18014	 Do astronauts change their clocks when they move over different time zones in space?	2
18015	  Okay little mad cause of some relationship crap but im over it like always haha	2
18016	  If God created them then hellz yes!	2
18017	 How much did you get for your teeth?	2
18018	  too much sometimes.	2
18019	 Twitter Family <333	2
18020	  You are :)	2
18021	 why do you want to throw up so much	2
18022	 Is it better to get too much or too little sleep?	2
18023	 I dreamt that those hugerobots from the car ads were out to kill me  i escaped from a palace in a revolution with an emo king &amp; queen and khia was there too LMAO so i ran away &amp; got to my old area and my fam were having dinner...	2
18024	  I don't know.	2
18025	 What is your idea of a PERFECT date?	2
18026	  PURPLE. not lavendar. Eukkkk. Deep dark sensational violet :)	2
18027	  someone	2
18028	  bitching. from everyone. be yourself but if you open your mouth and step on toes or say something that isn't what everyone wanted to hear then i should know better. it gets really old!! and im tired of hearing it. either take the truth and listen or dont and move on with your life.!!!!	2
18029	  bahaha thats funny and yes	2
18030	 wat state do u live in?	2
18031	 Have you ever wondered how many people have lied to you?	2
18032	  nope and nope	2
18033	 Have you ever made out with someone of the same sex? Why?	2
18034	 Do you prefer regular or chocolate milk?	2
18035	 Would you ever wait tables at a restaurant?	2
18036	  multiple times :]	2
18037	 R u going out with John John?	2
18038	 ashlee....i&;ve had the biggest crush on you for awhile!  i don&;t go on here a lot.  but please message me on www.findersingle.com under the username &quot;wishfulthinker&quot;.  please don&;t get all weird.  =)	2
18039	 Tabitha  I love you. Please come into my life and love me. You are my life  it kills me that you don&;t love me back :(	2
18040	 have you ever seen a snow leopard or a red panda?	2
18041	  I have a chocolate. r A blackberry would be nice to carry I suppose but its a waste of money. All phones do the same for what I need. textingg :] ha	2
18042	  Never........	2
18043	 HOW U LYK YO BRED TOASTED????	2
18044	  idk sometimes.	2
18045	 Do you think demons are real?	2
18046	 What&;s your favorite place to be kissed?:	2
18047	  hahahahah lmao sorry i deleted it  but i thought you ent like you didnt aprove of it hahah	2
18048	 Hi April!!!	2
18049	 Do you recycle?	2
18050	  yes. i dont eat them. haha	2
18051	 i love you tabi your beautiful  and the &;&;people&;&; saying that is actually one persone hahahahahah so dont worry about it  you didnt even do anything in the first place :)	2
18052	  Yess :)	2
18053	 Haha and we both sat in that chair in Starbucks and we were taking pictures and everyone was staring at us	2
18054	25	2
18055	  i didnt eat. im sick :(	2
18056	  hahah yeah he is my husband :) and i willl!!!!!!!!!!!!! thankyou :D	2
18057	  yea :)	2
18058	 Sneakers or sandals?	2
18059	 If everyone got what they wished for do you think the Earth would be a better or worse place?	2
18060	 How can sweet and sour sauce be sweet and sour at the same time?	2
18061	  i didnt know it was	2
18062	 Do you know karate?	2
18063	  typical. jeans and a cute blousee	2
18064	 you know.. you&;re pretty cool :]	2
18065	 Name something you do when you&apos;re alone that you wouldn&apos;t do in front of others.	2
18066	  Not today. I havent even been out of the house.haha	2
18067	 have you ever had sex?	2
18068	 Would you describe yourself as an argumentative person?	2
18069	  craziest? i havent. only a raccoon.	2
18070	  Nope.	2
18071	  no i like guys to much.	2
18072	 @ b!+(H l!k3 m3 m0@n$Z n $(R3@mSzZ	2
18073	 :D nada	2
18074	 y0 d!(K !Z b33FY	2
18075	21	2
18076	 Spam me??	2
18077	 Do you like mustard?	2
18078	 i like how justin calls you tabitha	2
18079	 Why do you think people cuss or curse?	2
18080	  Nope. Show your face? why dont you?	2
18081	  hmmm i havent been scared in a while	2
18082	 Honestly  do you think you are sometimes guilty of stereotyping?r	2
18083	 Have you ever been ashamed to use your cellphone in public because it was so outdated?	2
18084	 Have you ever tried to kill yourself by holding your breath?	2
18085	  Alllrighhhtyy. :]	2
18086	  i like them all lol	2
18087	  ya damn skippy	2
18088	 how many people can you tell EVERYTHING TO?	2
18089	 Do you wear hoodies often?	2
18090	 If abandoned alone in the wilderness would you survive?	2
18091	  awkward? i dont have too many awkward situations in my life.....so to think of right now idk really..hmmmm ill get back to you on that.	2
18092	 YO DAWG I HERD U LIKE CANS  SO WE PUT A CAN IN YO CAN SO YOU CAN HAVE A CAN WHILE ON THE CAN	2
18093	  I love youu too<3	2
18094	  yes. yes. and yes. ive done all the above before	2
18095	  nope.	2
18096	  everything!!!!!!!hahaha	2
18097	 would you date a complete babe even if you were..(key word were) straight?	2
