	tweets	pos	neg	class
30677	get out of my fucking brain!  I am not yours!	0.0	0.0	3
30678	I hate trying to hear over loud music lol	0.267	0.352	3
30679	do you get one if someone sticks their boot up your ass?	0.0	0.412	3
30680	damn that is shady. Why would they put out a false report?	0.0	0.31	3
30681	I do but it sucks at scrabble.	0.0	0.714	3
30682	damn  won't be going to that.	0.0	0.474	3
30683	This guy was that weird solid fat looking type with skinny legs. More funny than scary	0.267	0.288	3
30684	here's how to teach you phone to say fuck properly. Don't tell your parents. http://snipurl.com/9iryv	0.0	0.241	3
30685	wow r u serious? damn did that period of time skip over you? lol	0.499	0.287	3
30686	damn! i knew if i had said nobu that auto-tune would already be hummin	0.0	0.299	3
30687	ew u slut get on skype &lt;333333	0.0	0.432	3
30688	Same with prospective clients.  I'm returning YOUR call  dumb ass.	0.0	0.493	3
30689	dude no offence you're awesome but currently I think I hate you. :0)	0.273	0.393	3
30690	Figured tis the season to be fat. For a bit. And then start working properly on weight in the New Year-A is coming to gym with me!	0.0	0.0	3
30691	You have no idea how damn tempting that is. I've already procrastinated by drawing roads and zebra crossings ;)	0.0	0.213	3
30692	whats the operating system on it? i have windows vista and vista sucks bad..it is full of bugs still. shuts down and freezing alot	0.0	0.245	3
30693	wow that sucks! well i wish you luck with all that :) i am going to crash so have a good night ok and stay warm.its freezing here	0.616	0.239	3
30694	you're gonna get fat!	0.0	0.0	3
30695	LOL! not bad for a gangsta bitch...wo pretends to be classy...LOL! I love the holidays. My fav... 2nd to my Bday!	0.553	0.233	3
30696	@lauriewrites OMG...Margeaux can reach this octave range that I swear makes me see red! and she knows it. grates my fucking nerves	0.068	0.196	3
30697	you can fuck right off about that hoodie thieving comment	0.0	0.467	3
30698	point taken. fuck.	0.0	0.636	3
30699	grrr I hate that. I have an ex-friend who only gets in touch when they have something great to tell me about themselves... o_0	0.252	0.38	3
30700	"Oh yeah. That would be a good one. I still think they could kick ass doing ""Got to Get You Into My Life."""	0.207	0.142	3
30701	by a str8 terms technically no penetration means you still have ur vcard but in gay terms she isn't a virgin. sex is sex	0.0	0.0	3
30702	whiterabbit819 stFu u ass i care and thats all that matters!	0.414	0.316	3
30703	y'all are so fucking classy. miss you!	0.473	0.255	3
30704	"says ""ahaha thankss. my auntie kim always says it grassy ass=] she's amazing."""	0.241	0.0	3
30705	but you know what i hate ? the comments that are anonymous that i can't figure out who they are.	0.0	0.381	3
30706	Fuck yeah. I noticed that too.	0.328	0.522	3
30707	Yep  it's blocking the absurd hate ur preparing to throw my way in 5....4...3.....2......1	0.102	0.293	3
30708	I don't think gay rights groups could force churches into gay marriage  just as churches can't force gays to become straight #tcot	0.101	0.0	3
30709	"yeah apparently anytime you use the word ""hate"" on a tweet  your ass gets retweeted and subsequently followed.  Reminds me of &#9773;."	0.098	0.321	3
30710	Bitch!  You weren't following me!	0.0	0.594	3
30711	Hey  don't knock the Port+OJ until you've tried it.As cold remedies go  you're still sick but no longer give a damn. ;)	0.0	0.3	3
30712	Now THAT's an adventure that I will pass on. Oh damn  I do have to take a present back. NO!!	0.139	0.376	3
30713	I don't use the touchpad(I hate them) I always use a USB mouse. We are a toshiba family.. we have four	0.214	0.0	3
30714	Damn Jim idk what to say:/ Sorry man.	0.0	0.643	3
30715	ahhh yur a slut for that stache!! damn gurl...tug it once for me too	0.0	0.541	3
30716	Totally.  The ass end of my Jeep is not  but no life forms were impacted.	0.0	0.351	3
30717	Bitch  I was doing laundry first. haha jk. Or am I?	0.419	0.325	3
30718	Mind your own state politics. Joe Smith was a mammal before a prophet. Some mammals are gay and even heterosexuals have anal sex.	0.0	0.0	3
30719	 I'd like to get a signed copy of 'Running Like a Fat Bastard'. Pleez. Only this will complete my fitness lit collection.	0.329	0.162	3
30720	Hopefully  I'll be able to get the damn things on- he's ferocious when cornered  hungry  or just feeling rascally...	0.216	0.32	3
30721	The ole Cell Phone Yeller in the Elevator. That sucks.	0.0	0.263	3
30722	I love them too. Though I have to say that Sylar is my favorite villian in the show. I love to hate him. Hehe.	0.54	0.175	3
30723	Yeah! This blond gay guy came to audition. I almost fell out of my chair when I saw him. He looked identical to chris corner!	0.157	0.0	3
30724	- and btw I hate the new Pepsi logo/can. Maybe cause I didn't get one in the mail...ha j/k	0.254	0.188	3
30725	I nominate @benmack for a Shorty Award in #business because he is a bad ass who says it likes he means it.	0.481	0.191	3
30726	just found the email buried in inbox - count me **IN** i've been on the receiving end of foodbanks growing up. it SUCKS BIGTIME	0.107	0.203	3
30727	hate to rub it in but it says 70 on the thermometer here. May have to do my beach walk early today to aviod sprinkles.	0.0	0.252	3
30728	did you see Mike Huckabee on Daily Show earlier this week? It got pretty intense with gay marriage topic.	0.273	0.0	3
30729	Avocado is my FAVOURITE 'good fat'. Hahaha... I'm afraid I indulged 2day and had my avocado w homemade cheese nachos & black olives.	0.317	0.0	3
30730	Mine  I seem to fuck it up all the time. I'm off ~30 bucks. I'll leave it that way for 2-3 months and finally put an entry (cont)	0.0	0.251	3
30731	Fuck you and your snow! Or  bring some of it down here? ;)	0.0	0.558	3
30732	"We've maybe had 1"" total here across 3-4 different ""snows"" My first time with snow tires ever and I can't have any damn fun!"	0.093	0.123	3
30733	man! and you're texting while driving? haha crazy! damn you're lucky. i wish my parents would let me go! 30% chance i'm going	0.399	0.179	3
30734	aw that sucks!	0.0	0.736	3
30735	oh that sucks! apply for targets/walmarts	0.0	0.482	3
30736	haha i don't really like walmart that much either. hmm yeah that sucks :( hope you find one	0.387	0.231	3
30737	Hey! Remember me? Lizzy from the David Cook forums. How've you been? (I'm guessing pretty damn awesome right now... =P)	0.428	0.105	3
30738	Reid I made it!  urghhh... I hate shopping. The trauma of it sent me hiding under the covers. Or maybe that was the cold.	0.0	0.45	3
30739	Damn you for seeing the season premire over a month ago!!	0.0	0.396	3
30740	You don't even know that half  trust me sallie mae is the one bitch I wish I could divorce right now	0.288	0.183	3
30741	HATE.YOU.SO.MUCH.	0.0	0.0	3
30742	I hate you.	0.0	1.0	3
30743	Damn straight!	0.388	0.612	3
30744	Hey thx!  I just hate to have Win XP crash anymore than necessary.  That is why I have been so conservative.  I'm gonna try Chrome.	0.377	0.243	3
30745	I hate when it happens to people that are nice. They don't deserve embarassment of that sort.	0.207	0.274	3
30746	ugh  you know ro fucking reminded me about red bull.  i told her when i wake up my bibingka's gonna be sore. )-: nightmares!!	0.0	0.312	3
30747	omg is he like 19? MUAHAHAHAHAAHAHAHAHAHAHAHAHAAHA you're such a fucking cradle snatcher  bb.	0.238	0.0	3
30748	faka... update your twitter you fucking homo sapien.	0.0	0.0	3
30749	we r so fucking on for real. I might leave after Josh  but i can't wait! &gt;_&lt;	0.0	0.309	3
30750	"dropped off some old 3.5"" floppies. A System Disk and Mac Paint.  Retro Mac crap kicks ass! - Photo: http://bkite.com/02RHw"	0.0	0.299	3
30751	I mean you hate it but you bought it  doesn't that speak for itself	0.0	0.481	3
30752	Could be some accounts getting removed after suspicious behavior.  Damn spammers...	0.0	0.565	3
30753	Damn what the hell is the deal with the Drama Queens coming out of the woodwork lately?	0.0	0.549	3
30754	There was a MAD ABOUT YOU/ DICK VAN DYKE crossover about a decade ago.  Carl Reiner reprised his role as Alan Brady.	0.0	0.363	3
30755	wait until you have a final cut on your documentary before the sex change.  You don't want to fuck up continuity.	0.201	0.234	3
30756	freak yeah  i do	0.431	0.569	3
30757	Yea its got a heatsink bigger than a server lol. Its a great machine. I am loving it except for the leg is bent. DAMN COURIERS GRR	0.412	0.131	3
30758	sure  I could use a lil snow here. The people would freak out here. LOL	0.371	0.184	3
30759	im sad there's only 15 more minutes left! i hate how it shows only once a week lol	0.166	0.42	3
30760	dude.. I just think the twinke or whateva you call it... It damn cool.. LOL	0.248	0.19	3
30761	SWEEET you've just become cooler in my book or as someone said earlier today.. kick ass... so 80's :)	0.0	0.212	3
30762	Amen.  Thrilled to see Brad Sucks on Rock Band 2. Congrats man  I hope you get some of those 80 MS Points. @bradsucks FTW!	0.495	0.094	3
30763	happy for you  sucks for me!  this should have been SNOW!	0.55	0.321	3
30764	immortal? invincible  privileged  all-powerful  above-da-law  I-am-da-law  da ends justify da means  I don't give a fuck I'm IT...	0.457	0.0	3
30765	i hate how it never snows there... and you live IN CANADA! do you want some of ours? I hate snow.	0.081	0.481	3
30766	i was afraid people would think i meant actual buckeyes! i hate peanut butter  but when its w/chocolate  its ok lol yummm	0.265	0.185	3
30767	what the? how the? damn it	0.0	1.0	3
30768	do you under stand how much i give a fuck?	0.0	0.538	3
30769	you can take the girl out of the hood but you can't take the hood out of the girl. Detroit didn't make me a pussy that's forsure	0.0	0.0	3
30770	im horny god damn porn fuck eon now I need real cock. where's ashley!	0.115	0.445	3
30771	I would only fuck you if I was drunk... lulz.	0.275	0.541	3
30772	bitch better share this vivid alt shit isnt doing anything for my vagina and its moistness. fuck.... EON I WANT TOSEECOPULATION	0.264	0.403	3
30773	you cock juggling thundercunt!!!! I have the best childish insults ever.	0.281	0.519	3
30774	Yes! All of those twitters were directed at Frank Miller and his horrible screen play! DAMN YOU FRANK MILLER ILL KEEL YOU!	0.186	0.413	3
30775	ZOMGZ Fontfeed! I am such a Font Freak&#174;. I used to have 5000 fonts on my puter. The poor thing nearly choked to death on them.	0.0	0.547	3
30776	..........I hate SUVs. They're a great big ugly road hazard as far as I'm concerned. And very few people really NEED them.	0.146	0.249	3
30777	your first time? you'll soon be sick of the damn thing...	0.0	0.5	3
30778	damn australians!	0.0	0.749	3
30779	Oh  that sucks. Why I blew off my own appointment yesterday. I just couldn't face the wait.	0.0	0.217	3
30780	At the C's before I hit the hay. Still hate Boston?	0.0	0.381	3
30781	yeah it really sucks I need to manage my time better I guess or maybe I should party haha. Oh well. C'est la vie I guess.	0.483	0.105	3
30782	slap a bitch? What you want to do is CHOKE A BITCH like Wayne Brady!	0.254	0.605	3
30783	I got fuck all for Christmas babe. How about you?	0.0	0.467	3
30784	--well...i had to pee...and my stupid ass lifted the seat with the same hand i was holdin the phone in...then...PLOOP!!!	0.22	0.323	3
30785	damn straight! I say you  me and danie have an epic rap party over break since we'll all be off. Yes?	0.439	0.156	3
30786	haha someone told me katie (?) was a bitch so I was like ehh. Death cab & JACKS MANNEQUIN FGHSDJ &lt;3 hehe	0.237	0.332	3
30787	Your John Mayer = My Jacks Mannequin. Andrew McMahon is my LIFE SUPPORT. Not to sound emo or anything ahaha	0.197	0.0	3
30788	LIKE BITCH WUSSUP! Ahahaha	0.321	0.48	3
30789	I just needed an axcuse to share it.  I hate oatmeal  actually.	0.222	0.374	3
30790	 Damn woman you don't know your own strength.  LOL	0.0	0.732	3
30791	I don't always agree with you... but I do this time! Slow the hell down and stop getting so emo about it.	0.0	0.568	3
30792	no she didnt yet. maybe she does hate us now. *sad day*	0.333	0.0	3
30793	lol... I have ass too..	0.337	0.422	3
30794	he hasnt scored 82 but he's taken a team to the finals damn near by himself	0.0	0.252	3
30795	that's what you fucking get for that fucking video!	0.0	0.0	3
30796	ass.	0.0	1.0	3
30797	That show sucks. It always scares you. And Boo Danny. He is a fail!	0.0	0.521	3
30798	yes & i cant fucking wait!  I can hardly bring myself to review - i must but dont want to.	0.245	0.1	3
30799	fuck no _ I'll be out there by myself.  That's my ALONE time. Meditate if you will. Me the pipe & the stars rflecting & thnkng	0.0	0.384	3
30800	 I couldn't agree more.  And if I didn't feel like such a loser I would say I win for understanding!	0.36	0.221	3
30801	Damn those Mythbuster guys! Anyone who works or lives in Alameda must be crazy anyway!	0.0	0.415	3
30802	lmao  i hate you. &lt;3	0.453	0.43	3
30803	i hate you! i want to be in bed :(	0.207	0.634	3
30804	i bitch slapped my cousin once.	0.0	0.655	3
30805	.....I.Hate.Him. He's.... UGGG!	0.0	0.0	3
30806	oh  i am fine. But she will not be if she doesn't shut her fat fucking mouth.	0.205	0.0	3
30807	violent ass...	0.0	0.881	3
30808	fuckery is always welcomed..only second to hate. Speaking of which...I haven't told you how much I hate you lately	0.0	0.425	3
30809	a fat boy sweet talker?	0.5	0.0	3
30810	Why do you kombat when I have to leave the computer!! DAMN YOU!!!	0.0	0.592	3
30811	"I wanna get him a ring that means ""ur a great kid to fuck"""	0.247	0.211	3
30812	haven't the Palestinians suffered enough without having to deal with that fat fool......heh	0.344	0.109	3
30813	AHHH I HATE THAT..	0.0	0.649	3
30814	lol you'd go gay for Zac Efron	0.359	0.0	3
30815	"""If they would have cremated that son bitch I'd be tale grabbing his ass right now"""	0.0	0.422	3
30816	So you are right... reciprocity is a bitch (Just not in the way that Lauren Hill meant it)	0.0	0.297	3
30817	Grammar nerd.	0.0	0.688	3
30818	There's a dfference? Damn.	0.0	0.474	3
30819	mark Ya! Dick head old man!	0.0	0.437	3
30820	i hate people who update their fb status more than once a day unless absolutely necessary...tweets-thats what they're for!	0.0	0.266	3
30821	damn.	0.0	1.0	3
30822	So people are just ignoring me. :-( That sucks big time. LOL. Especially when I thought we were better than that. I see...I see..	0.302	0.247	3
